PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3508;Parroquia Santa Eugenia;;;;Bus: 58, 63, 145.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e01b069a541f010VgnVCM1000000b205a0aRCRD;"VIRGEN DE LAS VI&amp;Ntilde;AS";CALLE;V;15;;;;;MADRID;MADRID;28031;SANTA EUGENIA;VILLA DE VALLECAS;448367;4470121;4.038.008.195.615.350;-3.608.267.379.645.750;913 317 190;;parroquiasantaeugenia@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3509;Parroquia Santa Eulalia de Mérida;;;;Bus: 103, 111, 24, 144.  Cercanías Renfe: Asamblea de Madrid-Entrevías (línea C2).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9621b069a541f010VgnVCM1000000b205a0aRCRD;PEDROCHES;CALLE;V;5;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443135;4470114;403.796.743.689.357;-3.669.903.376.835.290;917 858 383;;psedm@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3521;Parroquia Santa Florentina;;;;Metro: Las Musas (línea 7).    Bus: 167, 48, 38.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e651b069a541f010VgnVCM1000000b205a0aRCRD;LONGARES;CALLE;V;8;;;;;MADRID;MADRID;28022;ROSAS;SAN BLAS-CANILLEJAS;448286;4475821;4.043.142.237.577.190;-36.096.886.871.893.600;913 133 663;;p.santaflorentina@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3532;Parroquia Santa Gema;;;;Metro: Cruz del Rayo (línea 9), Republica Argentina (línea 6).  Bus: 16, 19, 51, 7.  Bicimad: Estación 147 (avenida del Doctor Arce, 45).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d61b069a541f010VgnVCM1000000b205a0aRCRD;LEIZARAN;CALLE;V;24;;;;;MADRID;MADRID;28002;EL VISO;CHAMARTIN;442193;4477694;40.447.894.125.461.900;-3.681.688.718.771.780;915 635 068;;parroquiasantagema@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3543;Parroquia Santa Inés;;;;Metro: Villaverde Alto (línea 3).  Bus: 79.  Cercanías Renfe: Villaverde Alto (líneas C4 y C5).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0981b069a541f010VgnVCM1000000b205a0aRCRD;REAL DE PINTO;AVENIDA;V;72;;;;;MADRID;MADRID;28021;SAN ANDRES;VILLAVERDE;439933;4466054;4.034.287.492.199.270;-3.707.251.624.305.590;917 967 181;;santaines@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3547;Parroquia Santa Irene;;;;Metro: Alto del Arenal (línea 1).    Bus: 144, 54.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f91b069a541f010VgnVCM1000000b205a0aRCRD;ANDALUCES;CALLE;V;7;;;;;MADRID;MADRID;28038;PALOMERAS SURESTE;PUENTE DE VALLECAS;445779;4471307;40.390.597.911.831.200;-3.638.858.903.756.560;915 157 951;;parroquiasantairene@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3581;Parroquia Santa Luisa de Marillac;;;;Metro: Abrantes (línea 11).  Bus: 108, 47, 116, 118.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=05b1b069a541f010VgnVCM1000000b205a0aRCRD;ABRANTES;AVENIDA;V;111;;;;;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;437988;4470066;40.378.874.834.395.600;-37.305.289.359.271.800;914 691 960;;par.santaluisademarillac@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
4923174;Parroquia Santa Maravillas de Jesús;;;;Metro: La Peseta (línea 11).  Bus: 155, 35.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a0b25a10f92a110VgnVCM1000000b205a0aRCRD;MORALES;CALLE;V;64;;;;;MADRID;MADRID;28054;BUENAVISTA;CARABANCHEL;435014;4468203;4.036.186.553.356.240;-3.765.371.191.569.050;917 524 136;;parroquiamaravillas@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3590;Parroquia Santa Margarita María de Alacoque;;;;Metro: Puerta del Angel (línea 6).  Bus: 138.  Bicimad: Estación 224 (calle Caramuel, 51).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0bc1b069a541f010VgnVCM1000000b205a0aRCRD;JAIME VERA;CALLE;V;33;;;;;MADRID;MADRID;28011;PUERTA DEL ANGEL;LATINA;438294;4473706;4.040.980.649.816.470;-37.285.415.133.975.700;914 649 930;;santamargaritaalacoque@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3551;Parroquia Santa María de Cervellón;;;;Metro: Arturo Soria (línea 4).  Bus: 11, 70, 120, 122.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01e1b069a541f010VgnVCM1000000b205a0aRCRD;BELISANA;CALLE;V;2;;;;;MADRID;MADRID;28043;COLINA;CIUDAD LINEAL;444292;4478744;4.045.749.636.314.000;-3.657.029.970.531.770;913 002 902;;parroquia.cervellon@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3599;Parroquia Santa María de la Caridad;;;;Metro: Herrera Oria (línea 9).  Bus: 124, 133, 67, 83.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8132b069a541f010VgnVCM1000000b205a0aRCRD;FERMIN CABALLERO;CALLE;V;39;;;;;MADRID;MADRID;28034;LA PAZ;FUENCARRAL-EL PARDO;440289;4481813;4.048.486.511.548.350;-37.045.276.665.663.900;917 306 851;;smcaridad@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3600;Parroquia Santa María de la Esperanza;;;;Metro: Herrera Oria (línea 9).    Bus: 127, 133, 67, 124, 134, 49.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9942b069a541f010VgnVCM1000000b205a0aRCRD;FERMIN CABALLERO;CALLE;V;53;;;;;MADRID;MADRID;28034;EL PILAR;FUENCARRAL-EL PARDO;440132;4481825;40.483.080.303.551.200;-37.076.474.197.617.900;917 392 222;;smesperanza@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3601;Parroquia Santa María de la Fe;;;;Metro: Avenida de la Ilustración (línea 7).    Bus: 83.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7362b069a541f010VgnVCM1000000b205a0aRCRD;PUERTO DE MASPALOMAS;CALLE;V;16;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439501;4481147;4.047.880.850.659.640;-3.713.761.015.315.400;913 860 220;;santamariadelafe@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3607;Parroquia Santa María de Martala;;;;Bus: 30, 100, 140.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7972b069a541f010VgnVCM1000000b205a0aRCRD;FOBOS;CALLE;V;2;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;446144;4473328;4.040.882.802.221.500;-36.347.295.106.313.400;913 713 294;;samama@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
8174584;Parroquia Santa María de Nazaret;;;;Metro: Las Suertes (línea 1).    Bus: 145.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98e83af83a54f410VgnVCM1000000b205a0aRCRD;"CA&amp;Ntilde;ADA DEL SANTISIMO";CALLE;V;27;;;;;MADRID;MADRID;28051;CASCO H.VALLECAS;VILLA DE VALLECAS;449322;4468606;4.036.648.844.495.450;-3.596.900.948.645.160;627 071 241;;santamariadenazaret@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3595;Parroquia Santa María del Bosque;;;;Bus: 7, 70.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f82b069a541f010VgnVCM1000000b205a0aRCRD;MANUEL URIBE;CALLE;V;1;;;;;MADRID;MADRID;28033;ATALAYA;CIUDAD LINEAL;443656;4479524;404.644.800.965.384;-36.645.998.357.162.100;913 000 646;;stamariadelbosque@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3596;Parroquia Santa María del Buen Aire;;;;Metro: Pavones (línea 9).    Bus: 8, 20.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75a2b069a541f010VgnVCM1000000b205a0aRCRD;ENCOMIENDA DE PALACIOS;CALLE;V;192;;;;;MADRID;MADRID;28030;FONTARRON;MORATALAZ;445550;4472286;4.039.940.241.336.230;-3.641.640.649.015.930;917 730 363;;santamariadelbuenaire@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3598;Parroquia Santa María del Camino;;;;Metro: Pavones (línea 9).    Bus: 20, 8.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bbb2b069a541f010VgnVCM1000000b205a0aRCRD;ENCOMIENDA DE PALACIOS;CALLE;V;334;;;;;MADRID;MADRID;28030;PAVONES;MORATALAZ;446115;4471953;4.039.643.929.309.240;-3.634.954.876.493.030;917 721 569;;smcaminoynspalabra@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3611;Parroquia Santa María del Monte Carmelo;;;;Metro: Velázquez (línea 4).  Bus: 1, 19, 51, 74, 9.  Bicimad: Estación 87 (calle Ayala, 44).  Aparcamiento: Velázquez Ayala (42) calle Velázquez y calle Ayala.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6d2b069a541f010VgnVCM1000000b205a0aRCRD;AYALA;CALLE;V;35;;;;;MADRID;MADRID;28001;RECOLETOS;SALAMANCA;442037;4475462;4.042.777.634.196.350;-3.683.324.619.190.930;914 351 660 / 915 764 946;;smariamontecarmelo@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3612;Parroquia Santa María del Parque;;;;Metro: Parque de Santa María (línea 4).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ee2b069a541f010VgnVCM1000000b205a0aRCRD;SANTA VIRGILIA;CALLE;V;13;;;;;MADRID;MADRID;28033;PINAR DEL REY;HORTALEZA;445576;4480928;4.047.725.595.734.670;-36.420.862.978.327.000;917 631 228;;psmdelparque@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3613;Parroquia Santa María del Pilar;;;;Metro: Sainz de Baranda (líneas 6 y 9).  Bus: 20, 152, 26, 63, C2, C1.  Bicimad: Estaciones 74 (avenida Menéndez Pelayo, 73) y 83 (calle Pío Baroja, 10).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2603b069a541f010VgnVCM1000000b205a0aRCRD;REYES MAGOS;CALLE;V;3;;;;;MADRID;MADRID;28009;NIÑO JESUS;RETIRO;442799;4473716;40.412.100.206.424.100;-3.674.184.973.880.870;915 748 120;;santamariadelpilar@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3614;Parroquia Santa María del Pinar;;;;Metro: Pinar de Chamartín (líneas 1, 4 y ML1).  Bus: 29, 125, 129, 150.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c13b069a541f010VgnVCM1000000b205a0aRCRD;JAZMIN;CALLE;V;7;;;;;MADRID;MADRID;28033;COSTILLARES;CIUDAD LINEAL;443470;4481127;40.478.908.015.024.100;-3.666.936.492.853.300;913 024 071;;santamariadelpinar@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3615;Parroquia Santa María del Pozo y Santa Marta;;;;Bus: 102, 111.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5733b069a541f010VgnVCM1000000b205a0aRCRD;MONTANCHEZ;CALLE;V;13;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443183;4469543;40.374.533.733.474.300;-3.669.287.042.842.150;917 861 189;;stamariapozo@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3392;Parroquia Santa María del Silencio;Parroquia de personas sordas y sordociegas.;;;Metro: Cuatro Caminos (líneas, 1, 2 y 6).  Bus: 149, C2, C1.  Bicimad: Estación 133 (calle Raimundo Fernández Villaverde, 33).  Aparcamiento: Hernani (29), calle Hernani entre calle Orense y Comandante Zorita.;Se encuentra ubicada dentrio del Hospital de Jornaleros de Maudes (edificio público de carácter benéfico promovido por doña Dolores Romero, viuda de Curiel, que fue Premio del Ayuntamiento en 1916).;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c43b069a541f010VgnVCM1000000b205a0aRCRD;RAIMUNDO FERNANDEZ VILLAVERDE;CALLE;V;18;;;;;MADRID;MADRID;28003;RIOS ROSAS;CHAMBERI;440547;4477547;4.044.645.379.827.350;-370.108.404.423.672;915 546 236;;stamsilencio@stamsilencio.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3618;Parroquia Santa María del Val;;;;Metro: Barrio del Pilar (línea 9), Peña Grande (línea 7).  Bus: 128, 132, 137, 49, 83.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0863b069a541f010VgnVCM1000000b205a0aRCRD;MONFORTE DE LEMOS;AVENIDA;V;115;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439930;4481079;40.478.227.081.663.000;-3.708.693.644.369.920;917 309 461;;smdelval@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
10471114;Parroquia Santa María Josefa del Corazón de Jesús;;;;Metro: La Gavia (línea 1).  Bus: 145.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54aca0752bf0e510VgnVCM2000001f4a900aRCRD;LA GAVIA;AVENIDA;V;25;;;;;MADRID;MADRID;28051;CASCO H.VALLECAS;VILLA DE VALLECAS;448078;4469306;40.372.717.994.646.100;-3.611.609.383.129.390;914 254 468;;parroquiasantamariajosefa@gmail.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3592;Parroquia Santa María La Antigua;;;;Metro: San Cipriano (línea 9).  Bus: 100, 71, 106, 4.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e73b069a541f010VgnVCM1000000b205a0aRCRD;VIRGEN DE LA ANTIGUA;CALLE;V;9;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448647;4472522;4.040.172.520.926.160;-36.051.665.218.853.500;917 765 202;;antiguavicalvaro@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3594;Parroquia Santa María la Blanca;;;;Metro: Canillejas (línea 5)  y Torre Arias (línea 5).  Bus: 140, 77.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c993b069a541f010VgnVCM1000000b205a0aRCRD;VILLA DE CANILLEJAS;PLAZA;V;1;;;;;MADRID;MADRID;28022;CANILLEJAS;SAN BLAS-CANILLEJAS;448162;4477353;4.044.521.583.994.070;-36.112.755.082.967.000;917 410 355 / 917 418 040;;parroquialablanca@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
189092;Parroquia Santa María la Blanca de Montecarmelo;;;;Bus: 134, 178.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d058aa6bd91f010VgnVCM1000000b205a0aRCRD;MONASTERIO DE OSEIRA;CALLE;V;25;;;;;MADRID;MADRID;28049;EL GOLOSO;FUENCARRAL-EL PARDO;441043;4484828;40.512.079.203.751.000;-3.695.912.476.173.430;914 109 815;;luisdelezama@santamarialablanca.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3608;Parroquia Santa María la Mayor y San Julián;;;;Metro: Estrecho (línea 1).  Bus: 126, 128, 64.  Bicimad: Estación 239 (calle Francos Rodríguez, 62).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3328ff632081c010VgnVCM1000000b205a0aRCRD;CENICIENTOS;CALLE;V;1;;;;;MADRID;MADRID;28039;BERRUGUETE;TETUAN;440190;4478804;4.045.775.176.629.400;-3.705.411.974.831.110;913 114 170;;smlamayor@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3616;Parroquia Santa María la Real de la Almudena;;;;Metro: Opera (líneas 2, 5 y Ramal).  Bus: 31, 50, 65.  Bicimad: Estación 166 (calle Segovia, 26).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fa3b069a541f010VgnVCM1000000b205a0aRCRD;MAYOR;CALLE;V;90;;;;;MADRID;MADRID;28013;PALACIO;CENTRO;439405;4474088;4.041.521.119.054.690;-37.142.200.549.476.700;915 480 930;;almudena@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3605;Parroquia Santa María Madre de la Iglesia;;;;Metro: Carabanchel Alto (línea 11).  Bus: 35, 47.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=45c3b069a541f010VgnVCM1000000b205a0aRCRD;GÓMEZ DE ARTECHE;CALLE;V;30;;;;;MADRID;MADRID;28044;BUENAVISTA;CARABANCHEL;435762;4468968;4.036.881.495.577.830;-37.566.394.279.327.900;915 082 374;;marianistas.smmi@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3606;Parroquia Santa María Magdalena;;;;Metro: Pío XII (línea 9).  Bus: 52.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bd3b069a541f010VgnVCM1000000b205a0aRCRD;DRÁCENA;CALLE;V;23;;;;;MADRID;MADRID;28016;NUEVA ESPAÑA;CHAMARTIN;443154;4479409;4.046.340.992.767.370;-367.051.044.011.457;913 454 938;;psmmagdalena@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3610;Parroquia Santa María Micaela y San Enrique;;;;"Metro: Estrecho (línea 1), Cuzco (línea 10).  Bus: 3, 5, 126, 149.  Bicimad: Estación 154 (calle Orense, 36).  Aparcamientos: Avenida Presidente Carmona (33); Brasil (18) avenida de Brasil entre General Yag&amp;uuml;e y Pedro Texeira; General Yag&amp;uuml;e (28) avenida de Brasil 15.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80f3b069a541f010VgnVCM1000000b205a0aRCRD;SAN GERMÁN;CALLE;V;23;;;;;MADRID;MADRID;28020;CUATRO CAMINOS;TETUAN;441015;4478837;4.045.622.644.488.270;-3.696.963.415.991.360;915 794 269;;santamariamicaela@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3727;Parroquia Santa María Personal de Habla Alemana;;;;Metro: Bambú (línea 1). Bus: 129, 150.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb04b069a541f010VgnVCM1000000b205a0aRCRD;BURGOS;AVENIDA;V;12;;;;;MADRID;MADRID;28036;CASTILLA;CHAMARTIN;442722;4480571;40.473.848.069.808.000;-36.757.105.430.292.000;917 680 725;;info@dkgmadrid.com;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
10482989;Parroquia Santa María Soledad Torres Acosta;;;;Metro: Las Tablas (línea 10 y ML1).  Bus: 172, 175.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e216acd02307e510VgnVCM2000001f4a900aRCRD;CAMINO DE SANTIAGO;AVENIDA;V;35;;;;;MADRID;MADRID;28050;VALVERDE;FUENCARRAL-EL PARDO;442949;4484060;40.505.294.054.780.600;-3.673.346.867.143.990;913 359 192;;iglesialastablas@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3623;Parroquia Santa Matilde;;;;Metro: Alfonso XIII (línea 4).  Bus: 73, 9.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b124b069a541f010VgnVCM1000000b205a0aRCRD;LOPEZ DE HOYOS;CALLE;V;166;;;;;MADRID;MADRID;28002;PROSPERIDAD;CHAMARTIN;443155;4477530;40.446.483.072.284.400;-3.670.330.403.563.390;914 132 820;;santamatilde@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3629;Parroquia Santa Mónica;;;;Metro: Avenida de América (líneas 4, 6, 7 y 9).  Bus: 29, 52, 12, 61, 72, 73, C1.  Bicimad: Estaciones 194 (calle Francisco Silvela, 86) y Diego de León, 52).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed34b069a541f010VgnVCM1000000b205a0aRCRD;PRINCIPE DE VERGARA;CALLE;V;87;;;;;MADRID;MADRID;28006;CASTELLANA;SALAMANCA;442375;4476404;4.043.628.582.493.570;-36.794.256.146.633.500;914 118 960;;santamonica@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3639;Parroquia Santa Paula;;;;Metro: Mar de Cristal (líneas 4, 8), Canillas (línea 4).  Bus: 112, 120, 153.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e354b069a541f010VgnVCM1000000b205a0aRCRD;CANILLAS;CARRETERA;V;115;;;;B;MADRID;MADRID;28043;CANILLAS;HORTALEZA;445808;4479739;4.046.656.008.335.920;-36.392.360.327.935.300;913 811 266;;p.santapaula@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3396;Parroquia Santa Rita;;;;Metro: Islas Filipinas (línea 7).  Bus: 12, 44, 1, 132, 138, 62, 82, C1.  Bicimad: Estación 132 (calle Cea Bermúdez, 59).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e964b069a541f010VgnVCM1000000b205a0aRCRD;GAZTAMBIDE;CALLE;V;75;;;;;MADRID;MADRID;28015;GAZTAMBIDE;CHAMBERI;439328;4476669;4.043.845.634.670.500;-3.715.373.878.141.740;915 490 133;;rita@agustinosrecoletos.org;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3668;Parroquia Santa Rosa de Lima;;;;Bus: 25, 17.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9084b069a541f010VgnVCM1000000b205a0aRCRD;VÍA CARPETANA;CALLE;V;47;;;;;MADRID;MADRID;28047;SAN ISIDRO;CARABANCHEL;437751;4472286;4.039.885.593.724.930;-3.733.537.635.392.130;914 281 170;;santarosadelima@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
3669;Parroquia Santa Rosalía;;;;Metro: Canillas (línea 4).  Bus: 120, 73.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad94b069a541f010VgnVCM1000000b205a0aRCRD;"LAS PEDRO&amp;Ntilde;ERAS";CALLE;V;13;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;446507;4479657;40.465.866.687.242.600;-36.309.843.583.716.800;913 001 988;;parroquia.starosalia@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
59906;Parroquia Santa Teresa Benedicta de la Cruz;;;;Metro: Mirasierra (línea 9).  Bus: 64, 49.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3cf6fdb2541f010VgnVCM1000000b205a0aRCRD;SENDA DEL INFANTE;CALLE;V;22;;;;;MADRID;MADRID;28035;MIRASIERRA;FUENCARRAL-EL PARDO;438969;4482337;4.048.948.949.494.460;-37.201.515.921.425.000;913 763 479;;edithstein@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
8132680;Parroquia Santa Teresa de Calcuta;;;;Bus: 100, 71.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b898142a0d6e410VgnVCM2000000c205a0aRCRD;MINERVA;CALLE;V;58;;;;;MADRID;MADRID;28032;CASCO H.VICALVARO;VICALVARO;448561;4471973;4.039.677.413.854.550;-36.061.355.724.326.600;917 768 162;;bteresadecalcuta@archimadrid.es;/contenido/entidadesYorganismos/TemplosIglesiasCatolicas; 
